time,orientation_x,orientation_y,orientation_z
1703352260.192325,1.0,2.0,3.0
1703352260.2033489,1.0,2.0,3.0
1703352260.214013,1.0,2.0,3.0
1703352260.224665,1.0,2.0,3.0
1703352260.2353399,1.0,2.0,3.0
1703352260.2460628,1.0,2.0,3.0
1703352260.2569196,1.0,2.0,3.0
1703352260.2673626,1.0,2.0,3.0
1703352260.2777877,1.0,2.0,3.0
1703352260.28847,1.0,2.0,3.0
1703352260.299097,1.0,2.0,3.0
1703352260.3100834,1.0,2.0,3.0
1703352260.3206868,1.0,2.0,3.0
1703352260.331402,1.0,2.0,3.0
1703352260.3421178,1.0,2.0,3.0
1703352260.3528485,1.0,2.0,3.0
1703352260.3636062,1.0,2.0,3.0
1703352260.3741405,1.0,2.0,3.0
1703352260.3852134,1.0,2.0,3.0
1703352260.3959367,1.0,2.0,3.0
1703352260.4066598,1.0,2.0,3.0
1703352260.417273,1.0,2.0,3.0
1703352260.4280214,1.0,2.0,3.0
1703352260.4387407,1.0,2.0,3.0
1703352260.4492826,1.0,2.0,3.0
1703352260.4600322,1.0,2.0,3.0
1703352260.4708343,1.0,2.0,3.0
1703352260.4815795,1.0,2.0,3.0
1703352260.4920578,1.0,2.0,3.0
1703352260.5024831,1.0,2.0,3.0
1703352260.5131755,1.0,2.0,3.0
1703352260.523868,1.0,2.0,3.0
1703352260.5343788,1.0,2.0,3.0
1703352260.5450957,1.0,2.0,3.0
1703352260.555926,1.0,2.0,3.0
1703352260.566846,1.0,2.0,3.0
1703352260.5773864,1.0,2.0,3.0
1703352260.5880778,1.0,2.0,3.0
1703352260.5988002,1.0,2.0,3.0
1703352260.6093993,1.0,2.0,3.0
1703352260.6201763,1.0,2.0,3.0
1703352260.630689,1.0,2.0,3.0
1703352260.641299,1.0,2.0,3.0
1703352260.6519945,1.0,2.0,3.0
1703352260.6626284,1.0,2.0,3.0
1703352260.6732163,1.0,2.0,3.0
1703352260.683659,1.0,2.0,3.0
1703352260.6938498,1.0,2.0,3.0
1703352260.7040384,1.0,2.0,3.0
1703352260.7142222,1.0,2.0,3.0
1703352260.7244754,1.0,2.0,3.0
1703352260.7346847,1.0,2.0,3.0
1703352260.7448826,1.0,2.0,3.0
1703352260.755078,1.0,2.0,3.0
1703352260.7652743,1.0,2.0,3.0
1703352260.7754679,1.0,2.0,3.0
1703352260.7856646,1.0,2.0,3.0
1703352260.7958035,1.0,2.0,3.0
1703352260.8059413,1.0,2.0,3.0
1703352260.8160822,1.0,2.0,3.0
1703352260.8262248,1.0,2.0,3.0
1703352260.8363664,1.0,2.0,3.0
1703352260.846503,1.0,2.0,3.0
1703352260.8566446,1.0,2.0,3.0
1703352260.8668008,1.0,2.0,3.0
1703352260.8769407,1.0,2.0,3.0
1703352260.8870792,1.0,2.0,3.0
1703352260.897218,1.0,2.0,3.0
1703352260.9073586,1.0,2.0,3.0
1703352260.9175074,1.0,2.0,3.0
1703352260.92767,1.0,2.0,3.0
1703352260.9378388,1.0,2.0,3.0
1703352260.947997,1.0,2.0,3.0
1703352260.9581418,1.0,2.0,3.0
1703352260.9682848,1.0,2.0,3.0
1703352260.9784248,1.0,2.0,3.0
1703352260.988562,1.0,2.0,3.0
1703352260.9987361,1.0,2.0,3.0
1703352261.0089536,1.0,2.0,3.0
1703352261.0191457,1.0,2.0,3.0
1703352261.0293038,1.0,2.0,3.0
1703352261.0394526,1.0,2.0,3.0
1703352261.0495865,1.0,2.0,3.0
1703352261.0597289,1.0,2.0,3.0
1703352261.0698695,1.0,2.0,3.0
1703352261.0800092,1.0,2.0,3.0
1703352261.0901477,1.0,2.0,3.0
1703352261.1002915,1.0,2.0,3.0
1703352261.1104515,1.0,2.0,3.0
1703352261.120608,1.0,2.0,3.0
1703352261.1307497,1.0,2.0,3.0
1703352261.140891,1.0,2.0,3.0
1703352261.151065,1.0,2.0,3.0
1703352261.1612642,1.0,2.0,3.0
1703352261.1715186,1.0,2.0,3.0
1703352261.1819923,1.0,2.0,3.0
1703352261.1926584,1.0,2.0,3.0
1703352261.2030282,1.0,2.0,3.0
1703352261.2133703,1.0,2.0,3.0
1703352261.22369,1.0,2.0,3.0
1703352261.2339146,1.0,2.0,3.0
1703352261.2441893,1.0,2.0,3.0
1703352261.2543576,1.0,2.0,3.0
1703352261.264575,1.0,2.0,3.0
1703352261.2748966,1.0,2.0,3.0
1703352261.2850738,1.0,2.0,3.0
1703352261.29522,1.0,2.0,3.0
1703352261.305362,1.0,2.0,3.0
1703352261.3159978,1.0,2.0,3.0
1703352261.3261404,1.0,2.0,3.0
1703352261.3367836,1.0,2.0,3.0
1703352261.3471913,1.0,2.0,3.0
1703352261.3577154,1.0,2.0,3.0
1703352261.3684456,1.0,2.0,3.0
1703352261.379241,1.0,2.0,3.0
1703352261.3899906,1.0,2.0,3.0
1703352261.4006824,1.0,2.0,3.0
1703352261.4114637,1.0,2.0,3.0
1703352261.4222677,1.0,2.0,3.0
1703352261.4331384,1.0,2.0,3.0
1703352261.4438622,1.0,2.0,3.0
1703352261.4543633,1.0,2.0,3.0
1703352261.464782,1.0,2.0,3.0
1703352261.4749858,1.0,2.0,3.0
1703352261.485125,1.0,2.0,3.0
1703352261.495317,1.0,2.0,3.0
1703352261.5055554,1.0,2.0,3.0
1703352261.5158575,1.0,2.0,3.0
1703352261.5262792,1.0,2.0,3.0
1703352261.5368068,1.0,2.0,3.0
1703352261.5474653,1.0,2.0,3.0
1703352261.5581121,1.0,2.0,3.0
1703352261.5688436,1.0,2.0,3.0
1703352261.579593,1.0,2.0,3.0
1703352261.590347,1.0,2.0,3.0
1703352261.6008282,1.0,2.0,3.0
1703352261.611472,1.0,2.0,3.0
1703352261.6219864,1.0,2.0,3.0
1703352261.6325204,1.0,2.0,3.0
1703352261.6434052,1.0,2.0,3.0
1703352261.6541348,1.0,2.0,3.0
1703352261.6646495,1.0,2.0,3.0
1703352261.6753123,1.0,2.0,3.0
1703352261.6860297,1.0,2.0,3.0
1703352261.696387,1.0,2.0,3.0
1703352261.7065246,1.0,2.0,3.0
1703352261.716729,1.0,2.0,3.0
1703352261.726882,1.0,2.0,3.0
1703352261.7371697,1.0,2.0,3.0
1703352261.7475955,1.0,2.0,3.0
1703352261.75791,1.0,2.0,3.0
1703352261.7685823,1.0,2.0,3.0
1703352261.779378,1.0,2.0,3.0
1703352261.7899637,1.0,2.0,3.0
1703352261.8005474,1.0,2.0,3.0
1703352261.8110778,1.0,2.0,3.0
1703352261.821816,1.0,2.0,3.0
1703352261.8325493,1.0,2.0,3.0
1703352261.8434627,1.0,2.0,3.0
1703352261.8540647,1.0,2.0,3.0
1703352261.8647082,1.0,2.0,3.0
1703352261.8754282,1.0,2.0,3.0
1703352261.8862393,1.0,2.0,3.0
1703352261.8968415,1.0,2.0,3.0
1703352261.9073482,1.0,2.0,3.0
1703352261.9177773,1.0,2.0,3.0
1703352261.9279835,1.0,2.0,3.0
1703352261.938123,1.0,2.0,3.0
1703352261.9482667,1.0,2.0,3.0
1703352261.9584315,1.0,2.0,3.0
1703352261.9687116,1.0,2.0,3.0
1703352261.9791336,1.0,2.0,3.0
1703352261.989629,1.0,2.0,3.0
1703352262.0010765,1.0,2.0,3.0
1703352262.011475,1.0,2.0,3.0
1703352262.0218825,1.0,2.0,3.0
1703352262.0326116,1.0,2.0,3.0
1703352262.0436573,1.0,2.0,3.0
1703352262.0541291,1.0,2.0,3.0
1703352262.064778,1.0,2.0,3.0
1703352262.0755064,1.0,2.0,3.0
1703352262.0862434,1.0,2.0,3.0
1703352262.0970335,1.0,2.0,3.0
1703352262.1075675,1.0,2.0,3.0
1703352262.1184947,1.0,2.0,3.0
1703352262.1292202,1.0,2.0,3.0
1703352262.1399438,1.0,2.0,3.0
1703352262.1504245,1.0,2.0,3.0
1703352262.160664,1.0,2.0,3.0
1703352262.1708302,1.0,2.0,3.0
1703352262.181031,1.0,2.0,3.0
1703352262.191291,1.0,2.0,3.0
1703352262.2015326,1.0,2.0,3.0
1703352262.2117388,1.0,2.0,3.0
1703352262.22193,1.0,2.0,3.0
1703352262.232252,1.0,2.0,3.0
1703352262.2425454,1.0,2.0,3.0
1703352262.252963,1.0,2.0,3.0
1703352262.2634864,1.0,2.0,3.0
1703352262.2740257,1.0,2.0,3.0
1703352262.2845807,1.0,2.0,3.0
1703352262.2953,1.0,2.0,3.0
1703352262.3058536,1.0,2.0,3.0
1703352262.3165925,1.0,2.0,3.0
1703352262.3272069,1.0,2.0,3.0
1703352262.3377366,1.0,2.0,3.0
1703352262.3484714,1.0,2.0,3.0
1703352262.3592935,1.0,2.0,3.0
1703352262.3701844,1.0,2.0,3.0
1703352262.380728,1.0,2.0,3.0
1703352262.3914573,1.0,2.0,3.0
1703352262.4046545,1.0,2.0,3.0
1703352262.4150667,1.0,2.0,3.0
1703352262.4252665,1.0,2.0,3.0
1703352262.4354029,1.0,2.0,3.0
1703352262.4455528,1.0,2.0,3.0
1703352262.455717,1.0,2.0,3.0
1703352262.4659798,1.0,2.0,3.0
1703352262.4775145,1.0,2.0,3.0
1703352262.4881124,1.0,2.0,3.0
1703352262.4986682,1.0,2.0,3.0
1703352262.5092316,1.0,2.0,3.0
1703352262.5197031,1.0,2.0,3.0
1703352262.5301626,1.0,2.0,3.0
1703352262.540637,1.0,2.0,3.0
1703352262.5511358,1.0,2.0,3.0
1703352262.5618773,1.0,2.0,3.0
1703352262.5726073,1.0,2.0,3.0
1703352262.5833445,1.0,2.0,3.0
1703352262.593897,1.0,2.0,3.0
1703352262.6044219,1.0,2.0,3.0
1703352262.6151173,1.0,2.0,3.0
1703352262.6258817,1.0,2.0,3.0
1703352262.6368027,1.0,2.0,3.0
1703352262.6472144,1.0,2.0,3.0
1703352262.6574364,1.0,2.0,3.0
1703352262.6676154,1.0,2.0,3.0
1703352262.6777978,1.0,2.0,3.0
1703352262.688063,1.0,2.0,3.0
1703352262.6984372,1.0,2.0,3.0
1703352262.7093384,1.0,2.0,3.0
1703352262.720099,1.0,2.0,3.0
1703352262.7306638,1.0,2.0,3.0
1703352262.7411973,1.0,2.0,3.0
1703352262.75192,1.0,2.0,3.0
1703352262.762505,1.0,2.0,3.0
1703352262.7732737,1.0,2.0,3.0
1703352262.7839572,1.0,2.0,3.0
1703352262.794485,1.0,2.0,3.0
1703352262.805199,1.0,2.0,3.0
1703352262.815928,1.0,2.0,3.0
1703352262.826665,1.0,2.0,3.0
1703352262.837219,1.0,2.0,3.0
1703352262.8477588,1.0,2.0,3.0
1703352262.8584595,1.0,2.0,3.0
1703352262.8689542,1.0,2.0,3.0
1703352262.879185,1.0,2.0,3.0
1703352262.8893218,1.0,2.0,3.0
1703352262.899482,1.0,2.0,3.0
1703352262.90965,1.0,2.0,3.0
1703352262.9204865,1.0,2.0,3.0
1703352262.9309268,1.0,2.0,3.0
1703352262.9413152,1.0,2.0,3.0
1703352262.9517581,1.0,2.0,3.0
1703352262.962387,1.0,2.0,3.0
1703352262.9732432,1.0,2.0,3.0
1703352262.9838262,1.0,2.0,3.0
1703352262.9943404,1.0,2.0,3.0
1703352263.0046973,1.0,2.0,3.0
1703352263.0150905,1.0,2.0,3.0
1703352263.0257301,1.0,2.0,3.0
1703352263.0362952,1.0,2.0,3.0
1703352263.0469553,1.0,2.0,3.0
1703352263.0574865,1.0,2.0,3.0
1703352263.0685658,1.0,2.0,3.0
1703352263.079519,1.0,2.0,3.0
1703352263.0900486,1.0,2.0,3.0
1703352263.100795,1.0,2.0,3.0
1703352263.1110013,1.0,2.0,3.0
1703352263.1211405,1.0,2.0,3.0
1703352263.1313019,1.0,2.0,3.0
1703352263.141481,1.0,2.0,3.0
1703352263.1518285,1.0,2.0,3.0
1703352263.1627598,1.0,2.0,3.0
1703352263.173378,1.0,2.0,3.0
1703352263.1840098,1.0,2.0,3.0
1703352263.1945376,1.0,2.0,3.0
1703352263.2052627,1.0,2.0,3.0
1703352263.2159867,1.0,2.0,3.0
1703352263.2269785,1.0,2.0,3.0
1703352263.2375042,1.0,2.0,3.0
1703352263.2482302,1.0,2.0,3.0
1703352263.258947,1.0,2.0,3.0
1703352263.2696207,1.0,2.0,3.0
1703352263.2800612,1.0,2.0,3.0
1703352263.2906103,1.0,2.0,3.0
1703352263.3011343,1.0,2.0,3.0
1703352263.3119092,1.0,2.0,3.0
1703352263.3226385,1.0,2.0,3.0
1703352263.3330765,1.0,2.0,3.0
1703352263.3432775,1.0,2.0,3.0
1703352263.3534176,1.0,2.0,3.0
1703352263.3638852,1.0,2.0,3.0
1703352263.3740647,1.0,2.0,3.0
1703352263.3842783,1.0,2.0,3.0
1703352263.3949127,1.0,2.0,3.0
1703352263.4054756,1.0,2.0,3.0
1703352263.416354,1.0,2.0,3.0
1703352263.4269598,1.0,2.0,3.0
1703352263.4374864,1.0,2.0,3.0
1703352263.448235,1.0,2.0,3.0
1703352263.458958,1.0,2.0,3.0
1703352263.4696913,1.0,2.0,3.0
1703352263.4806957,1.0,2.0,3.0
1703352263.4916368,1.0,2.0,3.0
1703352263.502107,1.0,2.0,3.0
1703352263.5124094,1.0,2.0,3.0
1703352263.5230038,1.0,2.0,3.0
1703352263.533511,1.0,2.0,3.0
1703352263.5440738,1.0,2.0,3.0
1703352263.5548384,1.0,2.0,3.0
1703352263.5652487,1.0,2.0,3.0
1703352263.5754504,1.0,2.0,3.0
1703352263.5855973,1.0,2.0,3.0
1703352263.595747,1.0,2.0,3.0
1703352263.60598,1.0,2.0,3.0
1703352263.616331,1.0,2.0,3.0
1703352263.6267984,1.0,2.0,3.0
1703352263.63726,1.0,2.0,3.0
1703352263.6476853,1.0,2.0,3.0
1703352263.6584072,1.0,2.0,3.0
1703352263.668951,1.0,2.0,3.0
1703352263.6796737,1.0,2.0,3.0
1703352263.6904678,1.0,2.0,3.0
1703352263.7009983,1.0,2.0,3.0
1703352263.7117307,1.0,2.0,3.0
1703352263.7224605,1.0,2.0,3.0
1703352263.732952,1.0,2.0,3.0
1703352263.743608,1.0,2.0,3.0
1703352263.754134,1.0,2.0,3.0
1703352263.764642,1.0,2.0,3.0
1703352263.775491,1.0,2.0,3.0
1703352263.7859485,1.0,2.0,3.0
1703352263.796237,1.0,2.0,3.0
1703352263.8063753,1.0,2.0,3.0
1703352263.8165352,1.0,2.0,3.0
1703352263.826699,1.0,2.0,3.0
1703352263.8373358,1.0,2.0,3.0
1703352263.847695,1.0,2.0,3.0
1703352263.858128,1.0,2.0,3.0
1703352263.8689973,1.0,2.0,3.0
1703352263.8958905,1.0,2.0,3.0
1703352263.9066265,1.0,2.0,3.0
1703352263.9172616,1.0,2.0,3.0
1703352263.9280367,1.0,2.0,3.0
1703352263.938766,1.0,2.0,3.0
1703352263.9494836,1.0,2.0,3.0
1703352263.9603977,1.0,2.0,3.0
1703352263.9709246,1.0,2.0,3.0
1703352263.9816465,1.0,2.0,3.0
1703352263.9922686,1.0,2.0,3.0
1703352264.0027447,1.0,2.0,3.0
1703352264.013055,1.0,2.0,3.0
1703352264.0233674,1.0,2.0,3.0
1703352264.0338657,1.0,2.0,3.0
1703352264.0440166,1.0,2.0,3.0
1703352264.0541923,1.0,2.0,3.0
1703352264.0644329,1.0,2.0,3.0
1703352264.0747805,1.0,2.0,3.0
1703352264.0854845,1.0,2.0,3.0
1703352264.0959198,1.0,2.0,3.0
1703352264.1064959,1.0,2.0,3.0
1703352264.1172016,1.0,2.0,3.0
1703352264.1277397,1.0,2.0,3.0
1703352264.13852,1.0,2.0,3.0
1703352264.1493607,1.0,2.0,3.0
1703352264.1602857,1.0,2.0,3.0
1703352264.1707919,1.0,2.0,3.0
1703352264.181616,1.0,2.0,3.0
1703352264.1923757,1.0,2.0,3.0
1703352264.2034066,1.0,2.0,3.0
1703352264.2139838,1.0,2.0,3.0
1703352264.224507,1.0,2.0,3.0
1703352264.2353802,1.0,2.0,3.0
1703352264.2458282,1.0,2.0,3.0
1703352264.2560372,1.0,2.0,3.0
1703352264.2661803,1.0,2.0,3.0
1703352264.2763495,1.0,2.0,3.0
1703352264.286529,1.0,2.0,3.0
1703352264.296879,1.0,2.0,3.0
1703352264.307238,1.0,2.0,3.0
1703352264.3177216,1.0,2.0,3.0
1703352264.3284776,1.0,2.0,3.0
1703352264.3392072,1.0,2.0,3.0
1703352264.349748,1.0,2.0,3.0
1703352264.3603547,1.0,2.0,3.0
1703352264.3708699,1.0,2.0,3.0
1703352264.3815923,1.0,2.0,3.0
1703352264.3923178,1.0,2.0,3.0
1703352264.4028473,1.0,2.0,3.0
1703352264.4136262,1.0,2.0,3.0
1703352264.4241538,1.0,2.0,3.0
1703352264.4346907,1.0,2.0,3.0
1703352264.4457893,1.0,2.0,3.0
1703352264.4563022,1.0,2.0,3.0
1703352264.4671981,1.0,2.0,3.0
1703352264.4776573,1.0,2.0,3.0
1703352264.4878638,1.0,2.0,3.0
1703352264.4980166,1.0,2.0,3.0
1703352264.5083046,1.0,2.0,3.0
1703352264.518561,1.0,2.0,3.0
1703352264.5290117,1.0,2.0,3.0
1703352264.539273,1.0,2.0,3.0
1703352264.549803,1.0,2.0,3.0
1703352264.5605404,1.0,2.0,3.0
1703352264.5710442,1.0,2.0,3.0
1703352264.581774,1.0,2.0,3.0
1703352264.5926166,1.0,2.0,3.0
1703352264.6035736,1.0,2.0,3.0
1703352264.6141043,1.0,2.0,3.0
1703352264.6248283,1.0,2.0,3.0
1703352264.6353734,1.0,2.0,3.0
1703352264.646104,1.0,2.0,3.0
1703352264.657016,1.0,2.0,3.0
1703352264.6675735,1.0,2.0,3.0
1703352264.6782644,1.0,2.0,3.0
1703352264.6889992,1.0,2.0,3.0
1703352264.6998606,1.0,2.0,3.0
1703352264.7105541,1.0,2.0,3.0
1703352264.7207673,1.0,2.0,3.0
1703352264.7309082,1.0,2.0,3.0
1703352264.741067,1.0,2.0,3.0
1703352264.7512398,1.0,2.0,3.0
1703352264.761514,1.0,2.0,3.0
1703352264.7722855,1.0,2.0,3.0
1703352264.7827783,1.0,2.0,3.0
1703352264.793305,1.0,2.0,3.0
1703352264.8041375,1.0,2.0,3.0
1703352264.814661,1.0,2.0,3.0
1703352264.8253868,1.0,2.0,3.0
1703352264.8361478,1.0,2.0,3.0
1703352264.8466895,1.0,2.0,3.0
1703352264.8572628,1.0,2.0,3.0
1703352264.8678298,1.0,2.0,3.0
1703352264.87856,1.0,2.0,3.0
1703352264.8892817,1.0,2.0,3.0
1703352264.8998513,1.0,2.0,3.0
1703352264.9105597,1.0,2.0,3.0
1703352264.9209833,1.0,2.0,3.0
1703352264.931594,1.0,2.0,3.0
1703352264.942188,1.0,2.0,3.0
1703352264.952395,1.0,2.0,3.0
1703352264.962535,1.0,2.0,3.0
1703352264.9726915,1.0,2.0,3.0
1703352264.98292,1.0,2.0,3.0
1703352264.99324,1.0,2.0,3.0
1703352265.003694,1.0,2.0,3.0
1703352265.0140166,1.0,2.0,3.0
1703352265.0244706,1.0,2.0,3.0
1703352265.0355132,1.0,2.0,3.0
1703352265.0462422,1.0,2.0,3.0
1703352265.0570195,1.0,2.0,3.0
1703352265.0675287,1.0,2.0,3.0
1703352265.0782986,1.0,2.0,3.0
1703352265.0890346,1.0,2.0,3.0
1703352265.0997586,1.0,2.0,3.0
1703352265.1106968,1.0,2.0,3.0
1703352265.1215115,1.0,2.0,3.0
1703352265.1322432,1.0,2.0,3.0
1703352265.142788,1.0,2.0,3.0
1703352265.1533265,1.0,2.0,3.0
1703352265.1639028,1.0,2.0,3.0
1703352265.1742575,1.0,2.0,3.0
1703352265.1844006,1.0,2.0,3.0
1703352265.1945796,1.0,2.0,3.0
1703352265.2047706,1.0,2.0,3.0
1703352265.2150226,1.0,2.0,3.0
1703352265.2253973,1.0,2.0,3.0
1703352265.2361238,1.0,2.0,3.0
1703352265.2468865,1.0,2.0,3.0
1703352265.2574182,1.0,2.0,3.0
1703352265.268269,1.0,2.0,3.0
1703352265.2789924,1.0,2.0,3.0
1703352265.2897997,1.0,2.0,3.0
1703352265.3005412,1.0,2.0,3.0
1703352265.3110676,1.0,2.0,3.0
1703352265.3218837,1.0,2.0,3.0
1703352265.3326159,1.0,2.0,3.0
1703352265.3433442,1.0,2.0,3.0
1703352265.35394,1.0,2.0,3.0
1703352265.3643975,1.0,2.0,3.0
1703352265.375124,1.0,2.0,3.0
1703352265.385854,1.0,2.0,3.0
1703352265.3962898,1.0,2.0,3.0
1703352265.4064963,1.0,2.0,3.0
1703352265.4166338,1.0,2.0,3.0
1703352265.4267988,1.0,2.0,3.0
1703352265.4372706,1.0,2.0,3.0
1703352265.4475682,1.0,2.0,3.0
1703352265.4579902,1.0,2.0,3.0
1703352265.4684231,1.0,2.0,3.0
1703352265.4792712,1.0,2.0,3.0
1703352265.4897807,1.0,2.0,3.0
1703352265.5002337,1.0,2.0,3.0
1703352265.5106742,1.0,2.0,3.0
1703352265.5212393,1.0,2.0,3.0
1703352265.5318997,1.0,2.0,3.0
1703352265.5426526,1.0,2.0,3.0
1703352265.5533903,1.0,2.0,3.0
1703352265.5640068,1.0,2.0,3.0
1703352265.5747397,1.0,2.0,3.0
1703352265.585467,1.0,2.0,3.0
1703352265.596198,1.0,2.0,3.0
1703352265.6069622,1.0,2.0,3.0
1703352265.617485,1.0,2.0,3.0
1703352265.627837,1.0,2.0,3.0
1703352265.6380439,1.0,2.0,3.0
1703352265.6481843,1.0,2.0,3.0
1703352265.6583824,1.0,2.0,3.0
1703352265.668599,1.0,2.0,3.0
1703352265.6793003,1.0,2.0,3.0
1703352265.6896913,1.0,2.0,3.0
1703352265.700333,1.0,2.0,3.0
1703352265.7108223,1.0,2.0,3.0
1703352265.7215374,1.0,2.0,3.0
1703352265.7322562,1.0,2.0,3.0
1703352265.742802,1.0,2.0,3.0
1703352265.7536004,1.0,2.0,3.0
1703352265.764099,1.0,2.0,3.0
1703352265.7747724,1.0,2.0,3.0
1703352265.785626,1.0,2.0,3.0
1703352265.7963536,1.0,2.0,3.0
1703352265.80723,1.0,2.0,3.0
1703352265.8177555,1.0,2.0,3.0
1703352265.828445,1.0,2.0,3.0
1703352265.8390481,1.0,2.0,3.0
1703352265.8498704,1.0,2.0,3.0
1703352265.8602636,1.0,2.0,3.0
1703352265.8705745,1.0,2.0,3.0
1703352265.8807316,1.0,2.0,3.0
1703352265.8909047,1.0,2.0,3.0
1703352265.901085,1.0,2.0,3.0
1703352265.9114077,1.0,2.0,3.0
1703352265.9224436,1.0,2.0,3.0
1703352265.9327648,1.0,2.0,3.0
1703352265.9430559,1.0,2.0,3.0
1703352265.9533474,1.0,2.0,3.0
1703352265.963743,1.0,2.0,3.0
1703352265.9742696,1.0,2.0,3.0
1703352265.984811,1.0,2.0,3.0
1703352265.9953089,1.0,2.0,3.0
1703352266.0056248,1.0,2.0,3.0
1703352266.0161,1.0,2.0,3.0
1703352266.0269196,1.0,2.0,3.0
1703352266.0374124,1.0,2.0,3.0
1703352266.048056,1.0,2.0,3.0
1703352266.0588074,1.0,2.0,3.0
1703352266.069362,1.0,2.0,3.0
1703352266.0800946,1.0,2.0,3.0
1703352266.0906134,1.0,2.0,3.0
1703352266.1008244,1.0,2.0,3.0
1703352266.110966,1.0,2.0,3.0
1703352266.1211233,1.0,2.0,3.0
1703352266.1313002,1.0,2.0,3.0
1703352266.1415837,1.0,2.0,3.0
1703352266.1519434,1.0,2.0,3.0
1703352266.1622643,1.0,2.0,3.0
1703352266.1728761,1.0,2.0,3.0
1703352266.1836398,1.0,2.0,3.0
1703352266.194144,1.0,2.0,3.0
1703352266.2046733,1.0,2.0,3.0
1703352266.215399,1.0,2.0,3.0
1703352266.2259867,1.0,2.0,3.0
1703352266.2368124,1.0,2.0,3.0
1703352266.2473516,1.0,2.0,3.0
1703352266.2580824,1.0,2.0,3.0
1703352266.2687337,1.0,2.0,3.0
1703352266.2793894,1.0,2.0,3.0
1703352266.2902908,1.0,2.0,3.0
1703352266.3008592,1.0,2.0,3.0
1703352266.311639,1.0,2.0,3.0
1703352266.3220549,1.0,2.0,3.0
1703352266.3322532,1.0,2.0,3.0
1703352266.3423917,1.0,2.0,3.0
1703352266.3525424,1.0,2.0,3.0
1703352266.3627524,1.0,2.0,3.0
1703352266.3730884,1.0,2.0,3.0
1703352266.3838391,1.0,2.0,3.0
1703352266.394361,1.0,2.0,3.0
1703352266.404889,1.0,2.0,3.0
1703352266.4156094,1.0,2.0,3.0
1703352266.4261534,1.0,2.0,3.0
1703352266.4366913,1.0,2.0,3.0
1703352266.4472377,1.0,2.0,3.0
1703352266.4577641,1.0,2.0,3.0
1703352266.468522,1.0,2.0,3.0
1703352266.4792504,1.0,2.0,3.0
1703352266.4899747,1.0,2.0,3.0
1703352266.500448,1.0,2.0,3.0
1703352266.5108535,1.0,2.0,3.0
1703352266.5214486,1.0,2.0,3.0
1703352266.5322614,1.0,2.0,3.0
1703352266.5428224,1.0,2.0,3.0
1703352266.5531902,1.0,2.0,3.0
1703352266.5633273,1.0,2.0,3.0
1703352266.573485,1.0,2.0,3.0
1703352266.583873,1.0,2.0,3.0
1703352266.5940962,1.0,2.0,3.0
1703352266.6044724,1.0,2.0,3.0
1703352266.6151848,1.0,2.0,3.0
1703352266.6257885,1.0,2.0,3.0
1703352266.6371036,1.0,2.0,3.0
1703352266.6476238,1.0,2.0,3.0
1703352266.658103,1.0,2.0,3.0
1703352266.668854,1.0,2.0,3.0
1703352266.6795912,1.0,2.0,3.0
1703352266.6900635,1.0,2.0,3.0
1703352266.700556,1.0,2.0,3.0
1703352266.7111037,1.0,2.0,3.0
1703352266.7220826,1.0,2.0,3.0
1703352266.732633,1.0,2.0,3.0
1703352266.7433653,1.0,2.0,3.0
1703352266.7539296,1.0,2.0,3.0
1703352266.7646935,1.0,2.0,3.0
1703352266.7751591,1.0,2.0,3.0
1703352266.7853742,1.0,2.0,3.0
1703352266.7955172,1.0,2.0,3.0
1703352266.8056986,1.0,2.0,3.0
1703352266.815898,1.0,2.0,3.0
1703352266.8261812,1.0,2.0,3.0
1703352266.8366113,1.0,2.0,3.0
1703352266.847052,1.0,2.0,3.0
1703352266.857704,1.0,2.0,3.0
1703352266.8682396,1.0,2.0,3.0
1703352266.8789659,1.0,2.0,3.0
1703352266.8896966,1.0,2.0,3.0
1703352266.9004238,1.0,2.0,3.0
1703352266.9108834,1.0,2.0,3.0
1703352266.9215186,1.0,2.0,3.0
1703352266.932242,1.0,2.0,3.0
1703352266.942785,1.0,2.0,3.0
1703352266.9534056,1.0,2.0,3.0
1703352266.9640775,1.0,2.0,3.0
1703352266.9745924,1.0,2.0,3.0
1703352266.9853208,1.0,2.0,3.0
1703352266.9957578,1.0,2.0,3.0
1703352267.006055,1.0,2.0,3.0
1703352267.0162587,1.0,2.0,3.0
1703352267.0264306,1.0,2.0,3.0
1703352267.0366042,1.0,2.0,3.0
1703352267.0467875,1.0,2.0,3.0
1703352267.0570364,1.0,2.0,3.0
1703352267.067447,1.0,2.0,3.0
1703352267.0778637,1.0,2.0,3.0
1703352267.0884247,1.0,2.0,3.0
1703352267.0992384,1.0,2.0,3.0
1703352267.1100485,1.0,2.0,3.0
1703352267.120636,1.0,2.0,3.0
1703352267.1310878,1.0,2.0,3.0
1703352267.141809,1.0,2.0,3.0
1703352267.152316,1.0,2.0,3.0
1703352267.1635306,1.0,2.0,3.0
1703352267.173977,1.0,2.0,3.0
1703352267.1842923,1.0,2.0,3.0
1703352267.194915,1.0,2.0,3.0
1703352267.2054913,1.0,2.0,3.0
1703352267.216251,1.0,2.0,3.0
1703352267.2268157,1.0,2.0,3.0
1703352267.237252,1.0,2.0,3.0
1703352267.2474632,1.0,2.0,3.0
1703352267.2576191,1.0,2.0,3.0
1703352267.2677772,1.0,2.0,3.0
1703352267.2779586,1.0,2.0,3.0
